"id";"nama_kecamatan";"nama_alt";"id_kab_kota";"id_provinsi";"id_negara";"inserted_at";"inserted_by";"updated_at";"updated_by"
"360333";"Mekar Baru";"Mekar Baru";"56666";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360405";"Kramatwatu";"Kramatwatu";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360406";"Waringinkurung";"Waringinkurung";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360407";"Bojonegara";"Bojonegara";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360408";"Pulo Ampel";"Pulo Ampel";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360409";"Ciruas";"Ciruas";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360411";"Kragilan";"Kragilan";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360412";"Pontang";"Pontang";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360413";"Tirtayasa";"Tirtayasa";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360414";"Tanara";"Tanara";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360415";"Cikande";"Cikande";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360416";"Kibin";"Kibin";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360417";"Carenang";"Carenang";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360418";"Binuang";"Binuang";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360419";"Petir";"Petir";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360420";"Tunjung Teja";"Tunjung Teja";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360422";"Baros";"Baros";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360423";"Cikeusal";"Cikeusal";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360424";"Pamarayan";"Pamarayan";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360425";"Kopo";"Kopo";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360426";"Jawilan";"Jawilan";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360427";"Ciomas";"Ciomas";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360428";"Pabuaran";"Pabuaran";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360429";"Padarincang";"Padarincang";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360430";"Anyar";"Anyar";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360431";"Cinangka";"Cinangka";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360432";"Mancak";"Mancak";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360433";"Gunung Sari";"Gunung Sari";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360434";"Bandung";"Bandung";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"360435";"Lebak Wangi";"Lebak Wangi";"56623";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367101";"Tangerang";"Tangerang";"56805";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367102";"Jatiuwung";"Jatiuwung";"56805";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367103";"Batuceper";"Batuceper";"56805";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367104";"Benda";"Benda";"56805";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367105";"Cipondoh";"Cipondoh";"56805";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367106";"Ciledug";"Ciledug";"56805";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367107";"Karawaci";"Karawaci";"56805";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367108";"Periuk";"Periuk";"56805";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367109";"Cibodas";"Cibodas";"56805";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367110";"Neglasari";"Neglasari";"56805";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367111";"Pinang";"Pinang";"56805";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367112";"Karang Tengah";"Karang Tengah";"56805";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367113";"Larangan";"Larangan";"56805";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367201";"Cibeber";"Cibeber";"56747";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367202";"Cilegon";"Cilegon";"56747";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367203";"Pulomerak";"Pulomerak";"56747";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367204";"Ciwandan";"Ciwandan";"56747";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367205";"Jombang";"Jombang";"56747";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367206";"Gerogol";"Gerogol";"56747";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367207";"Purwakarta";"Purwakarta";"56747";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367208";"Citangkil";"Citangkil";"56747";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367301";"Serang";"Serang";"56796";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367302";"Kasemen";"Kasemen";"56796";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367303";"Walantaka";"Walantaka";"56796";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367304";"Curug";"Curug";"56796";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367305";"Cipocok Jaya";"Cipocok Jaya";"56796";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367306";"Taktakan";"Taktakan";"56796";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367401";"Serpong";"Serpong";"56806";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367402";"Serpong Utara";"Serpong Utara";"56806";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367403";"Pondok Aren";"Pondok Aren";"56806";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367404";"Ciputat";"Ciputat";"56806";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367405";"Ciputat Timur";"Ciputat Timur";"56806";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367406";"Pamulang";"Pamulang";"56806";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"367407";"Setu";"Setu";"56806";"1810";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510101";"Negara";"Negara";"56431";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510102";"Mendoyo";"Mendoyo";"56431";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510103";"Pekutatan";"Pekutatan";"56431";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510104";"Melaya";"Melaya";"56431";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510105";"Jembrana";"Jembrana";"56431";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510201";"Selemadeg";"Selemadeg";"56658";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510202";"Salamadeg Timur";"Salamadeg Timur";"56658";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510203";"Salemadeg Barat";"Salemadeg Barat";"56658";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510204";"Kerambitan";"Kerambitan";"56658";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510205";"Tabanan";"Tabanan";"56658";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510206";"Kediri";"Kediri";"56658";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510207";"Marga";"Marga";"56658";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510208";"Penebel";"Penebel";"56658";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510209";"Baturiti";"Baturiti";"56658";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510210";"Pupuan";"Pupuan";"56658";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510301";"Kuta";"Kuta";"56322";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510302";"Mengwi";"Mengwi";"56322";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510303";"Abiansemal";"Abiansemal";"56322";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510304";"Petang";"Petang";"56322";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510305";"Kuta Selatan";"Kuta Selatan";"56322";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510306";"Kuta Utara";"Kuta Utara";"56322";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510401";"Sukawati";"Sukawati";"56409";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510402";"Blahbatuh";"Blahbatuh";"56409";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510403";"Gianyar";"Gianyar";"56409";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510404";"Tampaksiring";"Tampaksiring";"56409";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510405";"Ubud";"Ubud";"56409";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510406";"Tegalallang";"Tegalallang";"56409";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510407";"Payangan";"Payangan";"56409";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510501";"Nusa Penida";"Nusa Penida";"56460";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510502";"Banjarangkan";"Banjarangkan";"56460";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510503";"Klungkung";"Klungkung";"56460";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510504";"Dawan";"Dawan";"56460";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510601";"Susut";"Susut";"56334";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510602";"Bangli";"Bangli";"56334";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510603";"Tembuku";"Tembuku";"56334";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510604";"Kintamani";"Kintamani";"56334";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510701";"Rendang";"Rendang";"0";"0";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510702";"Sidemen";"Sidemen";"0";"0";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510703";"Manggis";"Manggis";"0";"0";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510704";"Karangasem";"Karangasem";"0";"0";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510705";"Abang";"Abang";"0";"0";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510706";"Bebandem";"Bebandem";"0";"0";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510707";"Selat";"Selat";"0";"0";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510708";"Kubu";"Kubu";"0";"0";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510801";"Gerokgak";"Gerokgak";"56379";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510802";"Seririt";"Seririt";"56379";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510803";"Busung biu";"Busung biu";"56379";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510804";"Banjar";"Banjar";"56379";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510805";"Sukasada";"Sukasada";"56379";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510806";"Buleleng";"Buleleng";"56379";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510807";"Sawan";"Sawan";"56379";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510808";"Kubutambahan";"Kubutambahan";"56379";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"510809";"Tejakula";"Tejakula";"56379";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"517101";"Denpasar Selatan";"Denpasar Selatan";"56750";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"517102";"Denpasar Timur";"Denpasar Timur";"56750";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"517103";"Denpasar Barat";"Denpasar Barat";"56750";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"517104";"Denpasar Utara";"Denpasar Utara";"56750";"1826";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520101";"Gerung";"Gerung";"56496";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520102";"Kediri";"Kediri";"56496";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520103";"Narmada";"Narmada";"56496";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520107";"Sekotong";"Sekotong";"56496";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520108";"Labuapi";"Labuapi";"56496";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520109";"Gunungsari";"Gunungsari";"56496";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520112";"Lingsar";"Lingsar";"56496";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520113";"Lembar";"Lembar";"56496";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520114";"Batu Layar";"Batu Layar";"56496";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520115";"Kuripan";"Kuripan";"56496";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520201";"Praya";"Praya";"56497";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520202";"Jonggat";"Jonggat";"56497";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520203";"Batukliang";"Batukliang";"56497";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520204";"Pujut";"Pujut";"56497";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520205";"Praya Barat";"Praya Barat";"56497";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520206";"Praya Timur";"Praya Timur";"56497";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520207";"Janapria";"Janapria";"56497";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520208";"Pringgarata";"Pringgarata";"56497";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520209";"Kopang";"Kopang";"56497";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520210";"Praya Tengah";"Praya Tengah";"56497";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520211";"Praya Barat Daya";"Praya Barat Daya";"56497";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520212";"Batukliang Utara";"Batukliang Utara";"56497";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520301";"Keruak";"Keruak";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520302";"Sakra";"Sakra";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520303";"Terara";"Terara";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520304";"Sikur";"Sikur";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520305";"Masbagik";"Masbagik";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520306";"Sukamulia";"Sukamulia";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520307";"Selong";"Selong";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520308";"Pringgabaya";"Pringgabaya";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520309";"Aikmel";"Aikmel";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520310";"Sambelia";"Sambelia";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520311";"Montong Gading";"Montong Gading";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520312";"Pringgasela";"Pringgasela";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520313";"Suralaga";"Suralaga";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520314";"Wanasaba";"Wanasaba";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520315";"Sembalun";"Sembalun";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520316";"Suwela";"Suwela";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520317";"Labuhan Haji";"Labuhan Haji";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520318";"Sakra Timur";"Sakra Timur";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520319";"Sakra Barat";"Sakra Barat";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520320";"Jerowaru";"Jerowaru";"56498";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520402";"Lunyuk";"Lunyuk";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520405";"Alas";"Alas";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520406";"Utan";"Utan";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520407";"Batu Lanteh";"Batu Lanteh";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520408";"Sumbawa";"Sumbawa";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520409";"Moyo Hilir";"Moyo Hilir";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520410";"Moyo Hulu";"Moyo Hulu";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520411";"Ropang";"Ropang";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520412";"Lape";"Lape";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520413";"Plampang";"Plampang";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520414";"Empang";"Empang";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520417";"Alas Barat";"Alas Barat";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520418";"Labuhan Badas";"Labuhan Badas";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520419";"Labangka";"Labangka";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520420";"Buer";"Buer";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520421";"Rhee";"Rhee";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520422";"Unter Iwes";"Unter Iwes";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520423";"Moyo Utara";"Moyo Utara";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520424";"Maronge";"Maronge";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520425";"Tarano";"Tarano";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520426";"Lopok";"Lopok";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520427";"Lenangguar";"Lenangguar";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520428";"Orong Telu";"Orong Telu";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520429";"Lantung";"Lantung";"56652";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520501";"Dompu";"Dompu";"56400";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520502";"Kempo";"Kempo";"56400";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520503";"Hu'u";"Hu'u";"56400";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520504";"Kilo";"Kilo";"56400";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520505";"Woja";"Woja";"56400";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520506";"Pekat";"Pekat";"56400";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520507";"Manggalewa";"Manggalewa";"56400";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520508";"Pajo";"Pajo";"56400";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520601";"Monta";"Monta";"56360";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520602";"Bolo";"Bolo";"56360";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520603";"Woha";"Woha";"56360";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520604";"Belo";"Belo";"56360";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520605";"Wawo";"Wawo";"56360";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520606";"Sape";"Sape";"56360";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520607";"Wera";"Wera";"56360";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520608";"Donggo";"Donggo";"56360";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520609";"Sanggar";"Sanggar";"56360";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520610";"Ambalawi";"Ambalawi";"56360";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520611";"Langgudu";"Langgudu";"56360";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520612";"Lambu";"Lambu";"56360";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520613";"Madapangga";"Madapangga";"56360";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520614";"Tambora";"Tambora";"56360";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520615";"Soromandi";"Soromandi";"56360";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520616";"Parado";"Parado";"56360";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520617";"Lambitu";"Lambitu";"56360";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520618";"Palibelo";"Palibelo";"56360";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520701";"Jereweh";"Jereweh";"56653";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520702";"Taliwang";"Taliwang";"56653";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520703";"Seteluk";"Seteluk";"56653";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
"520704";"Sekongkang";"Sekongkang";"56653";"1814";"102";"2025-03-21 02:44:48";"System";"2025-03-21 02:44:48";"System"
