"id";"nama_kecamatan";"nama_alt";"id_kab_kota";"id_provinsi";"id_negara";"inserted_at";"inserted_by";"updated_at";"updated_by"
"1";"Tidak Diset";"Tidak Diset";"0";"0";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110101";"Bakongan";"Bakongan";"56311";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110102";"Kluet Utara";"Kluet Utara";"56311";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110103";"Kluet Selatan";"Kluet Selatan";"56311";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110104";"Labuhan Haji";"Labuhan Haji";"56311";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110105";"Meukek";"Meukek";"56311";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110106";"Samadua";"Samadua";"56311";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110107";"Sawang";"Sawang";"56311";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110108";"Tapaktuan";"Tapaktuan";"56311";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110109";"Trumon";"Trumon";"56311";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110110";"Pasi Raja";"Pasi Raja";"56311";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110111";"Labuhan Haji Timur";"Labuhan Haji Timur";"56311";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110112";"Labuhan Haji Barat";"Labuhan Haji Barat";"56311";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110113";"Kluet Tengah";"Kluet Tengah";"56311";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110114";"Kluet Timur";"Kluet Timur";"56311";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110115";"Bakongan Timur";"Bakongan Timur";"56311";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110116";"Trumon Timur";"Trumon Timur";"56311";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110117";"Kota Bahagia";"Kota Bahagia";"56311";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110118";"Trumon Tengah";"Trumon Tengah";"56311";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110201";"Lawe Alas";"Lawe Alas";"56315";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110202";"Lawe Sigala-Gala";"Lawe Sigala-Gala";"56315";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110203";"Bambel";"Bambel";"56315";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110204";"Babussalam";"Babussalam";"56315";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110205";"Badar";"Badar";"56315";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110206";"Babul Makmur";"Babul Makmur";"56315";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110207";"Darul Hasanah";"Darul Hasanah";"56315";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110208";"Lawe Bulan";"Lawe Bulan";"56315";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110209";"Bukit Tusam";"Bukit Tusam";"56315";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110210";"Semadam";"Semadam";"56315";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110211";"Babul Rahmah";"Babul Rahmah";"56315";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110212";"Ketambe";"Ketambe";"56315";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110213";"Deleng Pokhkisen";"Deleng Pokhkisen";"56315";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110214";"Lawe Sumur";"Lawe Sumur";"56315";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110215";"Tanoh Alas";"Tanoh Alas";"56315";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110216";"Leuser";"Leuser";"56315";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110301";"Darul Aman";"Darul Aman";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110302";"Julok";"Julok";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110303";"Idi Rayeuk";"Idi Rayeuk";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110304";"Birem Bayeun";"Birem Bayeun";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110305";"Serbajadi";"Serbajadi";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110306";"Nurussalam";"Nurussalam";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110307";"Peureulak";"Peureulak";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110308";"Rantau Selamat";"Rantau Selamat";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110309";"Simpang Ulim";"Simpang Ulim";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110310";"Rantau Peureulak";"Rantau Peureulak";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110311";"Pante Bidari";"Pante Bidari";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110312";"Madat";"Madat";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110313";"Indra Makmu";"Indra Makmu";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110314";"Idi Tunong";"Idi Tunong";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110315";"Banda Alam";"Banda Alam";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110316";"Peudawa";"Peudawa";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110317";"Peureulak Timur";"Peureulak Timur";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110318";"Peureulak Barat";"Peureulak Barat";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110319";"Sungai Raya";"Sungai Raya";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110320";"Simpang Jernih";"Simpang Jernih";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110321";"Darul Ihsan";"Darul Ihsan";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110322";"Darul Falah";"Darul Falah";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110323";"Idi Timur";"Idi Timur";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110324";"Peunaron";"Peunaron";"56316";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110401";"Linge";"Linge";"56314";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110402";"Silih Nara";"Silih Nara";"56314";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110403";"Bebesen";"Bebesen";"56314";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110407";"Pegasing";"Pegasing";"56314";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110408";"Bintang";"Bintang";"56314";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110410";"Ketol";"Ketol";"56314";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110411";"Kebayakan";"Kebayakan";"56314";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110412";"Kute Panang";"Kute Panang";"56314";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110413";"Celala";"Celala";"56314";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110417";"Laut Tawar";"Laut Tawar";"56314";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110418";"Atu Lintang";"Atu Lintang";"56314";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110419";"Jagong Jeget";"Jagong Jeget";"56314";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110420";"Bies";"Bies";"56314";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110421";"Rusip Antara";"Rusip Antara";"56314";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110501";"Johan Pahwalan";"Johan Pahwalan";"56307";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110502";"Kaway XVI";"Kaway XVI";"56307";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110503";"Sungai Mas";"Sungai Mas";"56307";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110504";"Woyla";"Woyla";"56307";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110505";"Samatiga";"Samatiga";"56307";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110506";"Bubon";"Bubon";"56307";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110507";"Arongan Lambalek";"Arongan Lambalek";"56307";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110508";"Pante Ceureumen";"Pante Ceureumen";"56307";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110509";"Meureubo";"Meureubo";"56307";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110510";"Woyla Barat";"Woyla Barat";"56307";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110511";"Woyla Timur";"Woyla Timur";"56307";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110512";"Panton Reu";"Panton Reu";"56307";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110601";"Lhoong";"Lhoong";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110602";"Lhoknga";"Lhoknga";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110603";"Indrapuri";"Indrapuri";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110604";"Seulimeum";"Seulimeum";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110605";"Montasik";"Montasik";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110606";"Sukamakmur";"Sukamakmur";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110607";"Darul Imarah";"Darul Imarah";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110608";"Peukan Bada";"Peukan Bada";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110609";"Mesjid Raya";"Mesjid Raya";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110610";"Ingin Jaya";"Ingin Jaya";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110611";"Kuta Baro";"Kuta Baro";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110612";"Darussalam";"Darussalam";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110613";"Pulo Aceh";"Pulo Aceh";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110614";"Lembah Seulawah";"Lembah Seulawah";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110615";"Kota Jantho";"Kota Jantho";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110616";"Kota Cot Glie";"Kota Cot Glie";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110617";"Kuta Malaka";"Kuta Malaka";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110618";"Simpang Tiga";"Simpang Tiga";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110619";"Darul Kamal";"Darul Kamal";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110620";"Baitussalam";"Baitussalam";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110621";"Krueng Barona Jaya";"Krueng Barona Jaya";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110622";"Leupung";"Leupung";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110623";"Blang Bintang";"Blang Bintang";"56309";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110703";"Batee";"Batee";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110704";"Delima";"Delima";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110705";"Geumpang";"Geumpang";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110706";"Geulumpang Tiga";"Geulumpang Tiga";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110707";"Indra Jaya";"Indra Jaya";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110708";"Kembang Tanjong";"Kembang Tanjong";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110709";"Kota Sigli";"Kota Sigli";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110711";"Mila";"Mila";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110712";"Muara Tiga";"Muara Tiga";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110713";"Mutiara";"Mutiara";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110714";"Padang Tiji";"Padang Tiji";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110715";"Peukan Baro";"Peukan Baro";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110716";"Pidie";"Pidie";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110717";"Sakti";"Sakti";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110718";"Simpang Tiga";"Simpang Tiga";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110719";"Tangse";"Tangse";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110721";"Tiro/Truseb";"Tiro/Truseb";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110722";"Keumala";"Keumala";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110724";"Mutiara Timur";"Mutiara Timur";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110725";"Grong-grong";"Grong-grong";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110727";"Mane";"Mane";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110729";"Glumpang Baro";"Glumpang Baro";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110731";"Titeue";"Titeue";"56593";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110801";"Baktiya";"Baktiya";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110802";"Dewantara";"Dewantara";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110803";"Kuta Makmur";"Kuta Makmur";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110804";"Lhoksukon";"Lhoksukon";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110805";"Matangkuli";"Matangkuli";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110806";"Muara Batu";"Muara Batu";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110807";"Meurah Mulia";"Meurah Mulia";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110808";"Samudera";"Samudera";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110809";"Seunuddon";"Seunuddon";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110810";"Syamtalira Aron";"Syamtalira Aron";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110811";"Syamtalira Bayu";"Syamtalira Bayu";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110812";"Tanah Luas";"Tanah Luas";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110813";"Tanah Pasir";"Tanah Pasir";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110814";"T. Jambo Aye";"T. Jambo Aye";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110815";"Sawang";"Sawang";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110816";"Nisam";"Nisam";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110817";"Cot Girek";"Cot Girek";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110818";"Langkahan";"Langkahan";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110819";"Baktiya Barat";"Baktiya Barat";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110820";"Paya Bakong";"Paya Bakong";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110821";"Nibong";"Nibong";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110822";"Simpang Kramat";"Simpang Kramat";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110823";"Lapang";"Lapang";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110824";"Pirak Timur";"Pirak Timur";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110825";"Geuredong Pase";"Geuredong Pase";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110826";"Banda Baro";"Banda Baro";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110827";"Nisam Antara";"Nisam Antara";"56317";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110901";"Simeulue Tengah";"Simeulue Tengah";"56634";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110902";"Salang";"Salang";"56634";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110903";"Teupah Barat";"Teupah Barat";"56634";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110904";"Simeulue Timur";"Simeulue Timur";"56634";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110905";"Teluk Dalam";"Teluk Dalam";"56634";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110906";"Simeulue Barat";"Simeulue Barat";"56634";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110907";"Teupah Selatan";"Teupah Selatan";"56634";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110908";"Alapan";"Alapan";"56634";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110909";"Teupah Tengah";"Teupah Tengah";"56634";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"110910";"Simeulue Cut";"Simeulue Cut";"56634";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111001";"Pulau Banyak";"Pulau Banyak";"56312";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111002";"Simpang Kanan";"Simpang Kanan";"56312";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111004";"Singkil";"Singkil";"56312";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111006";"Gunung Meriah";"Gunung Meriah";"56312";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111009";"Kota Baharu";"Kota Baharu";"56312";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111010";"Singkil Utara";"Singkil Utara";"56312";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111011";"Danau Paris";"Danau Paris";"56312";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111012";"Suro Makmur";"Suro Makmur";"56312";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111013";"Singkohor";"Singkohor";"56312";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111014";"Kuala Baru";"Kuala Baru";"56312";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111016";"Pulau Banyak Barat";"Pulau Banyak Barat";"56312";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111101";"Samalanga";"Samalanga";"56362";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111102";"Jeunieb";"Jeunieb";"56362";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111103";"Peudada";"Peudada";"56362";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111104";"Jeumpa";"Jeumpa";"56362";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111105";"Peusangan";"Peusangan";"56362";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111106";"Makmur";"Makmur";"56362";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111107";"Gandapura";"Gandapura";"56362";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111108";"Pandrah";"Pandrah";"56362";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111109";"Juli";"Juli";"56362";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111110";"Jangka";"Jangka";"56362";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111111";"Simpang Mamplam";"Simpang Mamplam";"56362";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111112";"Peulimbang";"Peulimbang";"56362";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111113";"Kota Juang";"Kota Juang";"56362";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111114";"Kuala";"Kuala";"56362";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111115";"Peusangan Siblah Krueng";"Peusangan Siblah Krueng";"56362";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111116";"Peusangan Selatan";"Peusangan Selatan";"56362";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111117";"Kuta Blang";"Kuta Blang";"56362";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111201";"Blang Pidie";"Blang Pidie";"56308";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111202";"Tangan-Tangan";"Tangan-Tangan";"56308";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111203";"Manggeng";"Manggeng";"56308";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111204";"Susoh";"Susoh";"56308";"1822";"102";"2025-03-21 02:44:45";"System";"2025-03-21 02:44:45";"System"
"111205";"Kuala Batee";"Kuala Batee";"56308";"1822";"102";"2025-03-21 02:44:46";"System";"2025-03-21 02:44:46";"System"
"111206";"Babah Rot";"Babah Rot";"56308";"1822";"102";"2025-03-21 02:44:46";"System";"2025-03-21 02:44:46";"System"
"111207";"Setia";"Setia";"56308";"1822";"102";"2025-03-21 02:44:46";"System";"2025-03-21 02:44:46";"System"
"111208";"Jeumpa";"Jeumpa";"56308";"1822";"102";"2025-03-21 02:44:46";"System";"2025-03-21 02:44:46";"System"
"111209";"Lembah Sabil";"Lembah Sabil";"56308";"1822";"102";"2025-03-21 02:44:46";"System";"2025-03-21 02:44:46";"System"
"111301";"Blangkejeren";"Blangkejeren";"56408";"1822";"102";"2025-03-21 02:44:46";"System";"2025-03-21 02:44:46";"System"
"111302";"Kutapanjang";"Kutapanjang";"56408";"1822";"102";"2025-03-21 02:44:46";"System";"2025-03-21 02:44:46";"System"
